# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.193849783345912769e+07 -8.941183372226879001e+05 1.686870328388736024e+07 1.056829313220878248e+04 -3.106812247953988612e+06 4.064586978404413164e+07 -3.242674348413818516e+06 2.327704785046654567e+07 -1.874942538764773607e+08 1.937881878339025378e+08 -1.376569865741401166e+07 -4.757456907675281912e+07
-8.941183372226879001e+05 4.848433638749265810e+04 -1.155772974967652466e+06 -2.132193497553617192e+02 2.218665085174847627e+05 -9.260654497949638171e+05 2.280650888991036918e+05 -1.362411649048997555e+06 1.196953370598650537e+07 -1.333247410854842141e+07 8.705584532434514258e+05 3.362157691525912844e+06
1.686870328388736024e+07 -1.155772974967652466e+06 6.146619188838560879e+07 3.901367071293516346e+03 -9.399758518704436719e+06 1.684629697041958198e+07 -1.003054933529667556e+07 4.965913763412295282e+07 -3.748273580975590944e+08 5.077746100563265681e+08 -5.994638147293149680e+07 -1.642287643605124056e+08
1.056829313220878248e+04 -2.132193497553617192e+02 3.901367071293516346e+03 5.039735682278116968e+00 -7.383908379694282758e+02 1.597765045665224534e+04 -7.421391592161749031e+02 5.513005705141136787e+03 -5.104678765726587153e+04 4.599866417206243932e+04 -3.048649821819870795e+03 -1.027506042656839600e+04
-3.106812247953988612e+06 2.218665085174847627e+05 -9.399758518704436719e+06 -7.383908379694282758e+02 1.656082715836211108e+06 -3.161568801287660841e+06 1.633182338197030127e+06 -7.783093008407901973e+06 9.357917773665879667e+07 -9.145451276329226792e+07 7.795087841333624907e+06 2.414472662453760579e+07
4.064586978404413164e+07 -9.260654497949638171e+05 1.684629697041958198e+07 1.597765045665224534e+04 -3.161568801287660841e+06 5.686753764173108339e+07 -3.192653959306095261e+06 2.366690276460863277e+07 -2.183267908547716141e+08 1.972401278090838194e+08 -1.336532472577681392e+07 -4.453451476398426294e+07
-3.242674348413818516e+06 2.280650888991036918e+05 -1.003054933529667556e+07 -7.421391592161749031e+02 1.633182338197030127e+06 -3.192653959306095261e+06 1.757569624009719817e+06 -8.967941495800845325e+06 5.939638930209133029e+07 -9.103695683586695790e+07 9.189961181794801727e+06 2.858300593475607783e+07
2.327704785046654567e+07 -1.362411649048997555e+06 4.965913763412295282e+07 5.513005705141136787e+03 -7.783093008407901973e+06 2.366690276460863277e+07 -8.967941495800845325e+06 5.173695410999140143e+07 -1.805999479787259698e+08 4.486099733221912384e+08 -4.794656853185326606e+07 -1.539763136648560166e+08
-1.874942538764773607e+08 1.196953370598650537e+07 -3.748273580975590944e+08 -5.104678765726587153e+04 9.357917773665879667e+07 -2.183267908547716141e+08 5.939638930209133029e+07 -1.805999479787259698e+08 1.538602705335846901e+10 -5.068402277944053650e+09 1.314053419249256700e+08 2.823639136421046853e+08
1.937881878339025378e+08 -1.333247410854842141e+07 5.077746100563265681e+08 4.599866417206243932e+04 -9.145451276329226792e+07 1.972401278090838194e+08 -9.103695683586695790e+07 4.486099733221912384e+08 -5.068402277944053650e+09 5.141473068968367577e+09 -4.096342389075526595e+08 -1.330618175428163528e+09
-1.376569865741401166e+07 8.705584532434514258e+05 -5.994638147293149680e+07 -3.048649821819870795e+03 7.795087841333624907e+06 -1.336532472577681392e+07 9.189961181794801727e+06 -4.794656853185326606e+07 1.314053419249256700e+08 -4.096342389075526595e+08 6.718924653620627522e+07 1.676425138762326837e+08
-4.757456907675281912e+07 3.362157691525912844e+06 -1.642287643605124056e+08 -1.027506042656839600e+04 2.414472662453760579e+07 -4.453451476398426294e+07 2.858300593475607783e+07 -1.539763136648560166e+08 2.823639136421046853e+08 -1.330618175428163528e+09 1.676425138762326837e+08 6.983709136038128138e+08
