# A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
2.961862924362123758e+07 2.333741849585027900e+06 -1.231952233828485906e+08 -2.102855811176488176e+06 -1.252007044064857624e+07 -2.534631231230029371e+06 1.779054526844222099e+07 -3.892112713755223155e+07 1.384701659152952395e+07 1.424152207280549705e+08 3.737489561677531153e+07
2.333741849585027900e+06 1.906678860703492246e+05 -1.078277305282658152e+07 -1.637894098526372400e+05 -8.775159350587673252e+05 -1.919152571657622757e+05 1.348030256848652149e+06 -2.824544972211575601e+06 1.029733164631383843e+06 1.113331368092877418e+07 3.103260268090877682e+06
-1.231952233828485906e+08 -1.078277305282658152e+07 1.065355557006565094e+10 2.667852451616479829e+07 -2.428073719185212553e+08 -9.279114958877082681e+05 5.617495227019082010e+07 -5.017905456353359818e+08 3.238584569291662425e+07 -1.737668509773935556e+09 -1.574392804838303924e+08
-2.102855811176488176e+06 -1.637894098526372400e+05 2.667852451616479829e+07 4.219686732224050211e+05 1.108462897401329130e+06 4.475871651987418882e+05 -2.636835843780890107e+06 6.280582070466342382e+06 -2.013271046333001228e+06 -2.768382710198511928e+07 -2.293928611538491212e+06
-1.252007044064857624e+07 -8.775159350587673252e+05 -2.428073719185212553e+08 1.108462897401329130e+06 3.046104629011822492e+07 2.801642907624465879e+06 -2.233742116050466523e+07 7.026044040051960945e+07 -1.934714718377810344e+07 -6.794688543775834143e+07 -1.273728708078992181e+07
-2.534631231230029371e+06 -1.919152571657622757e+05 -9.279114958877082681e+05 4.475871651987418882e+05 2.801642907624465879e+06 6.044475398426936008e+05 -3.899078325927712023e+06 1.054841564112417959e+07 -2.968030807197448332e+06 -2.947541671610014886e+07 -2.697044258224877995e+06
1.779054526844222099e+07 1.348030256848652149e+06 5.617495227019082010e+07 -2.636835843780890107e+06 -2.233742116050466523e+07 -3.899078325927712023e+06 2.674991293487181515e+07 -7.381965193778581917e+07 2.049024841720336676e+07 1.741305665247181654e+08 1.931316879719235003e+07
-3.892112713755223155e+07 -2.824544972211575601e+06 -5.017905456353359818e+08 6.280582070466342382e+06 7.026044040051960945e+07 1.054841564112417959e+07 -7.381965193778581917e+07 5.933136206541703939e+08 -5.671073814497852325e+07 -3.748811573472164869e+08 -3.953173394664057344e+07
1.384701659152952395e+07 1.029733164631383843e+06 3.238584569291662425e+07 -2.013271046333001228e+06 -1.934714718377810344e+07 -2.968030807197448332e+06 2.049024841720336676e+07 -5.671073814497852325e+07 1.679267896264304966e+07 1.298723557955044210e+08 1.469818876821245067e+07
1.424152207280549705e+08 1.113331368092877418e+07 -1.737668509773935556e+09 -2.768382710198511928e+07 -6.794688543775834143e+07 -2.947541671610014886e+07 1.741305665247181654e+08 -3.748811573472164869e+08 1.298723557955044210e+08 1.833281193424633503e+09 1.567311928111663461e+08
3.737489561677531153e+07 3.103260268090877682e+06 -1.574392804838303924e+08 -2.293928611538491212e+06 -1.273728708078992181e+07 -2.697044258224877995e+06 1.931316879719235003e+07 -3.953173394664057344e+07 1.469818876821245067e+07 1.567311928111663461e+08 5.190621919527255744e+07
