# HMCode_logT_AGN A_ksz m_wdm ombh2 mnu tau nnu ns theta logA omch2 n_ksz
4.847081692834736168e+04 -8.936732140425636899e+05 -4.013837894235422254e+02 1.196681941349048354e+07 2.218164173831720836e+05 8.703783137333778432e+05 2.280225281329539430e+05 -1.362085408434559125e+06 3.361639230700858403e+06 -1.155530404265366495e+06 -1.332955923847329430e+07 -9.254999057212334592e+05
-8.936732140425636899e+05 3.191224107118895277e+07 1.990488027892251557e+04 -1.873988975778032243e+08 -3.105223071843309794e+06 -1.375936949369242415e+07 -3.241318584318647161e+06 2.326580260149320960e+07 -4.755830833485498279e+07 1.686066002902884409e+07 1.936951834251031578e+08 4.060553458451765776e+07
-4.013837894235422254e+02 1.990488027892251557e+04 1.772031717028084685e+01 -9.632779572601566906e+04 -1.389592237843776275e+03 -5.732682385490907109e+03 -1.395846134782539821e+03 1.037391262736962381e+04 -1.930700657414190573e+04 7.339839069719459076e+03 8.656828364794149820e+04 3.006195816711980297e+04
1.196681941349048354e+07 -1.873988975778032243e+08 -9.632779572601566906e+04 1.538519828245041275e+10 9.358221152101609111e+07 1.313716963190989941e+08 5.937506746617504209e+07 -1.805351634506174922e+08 2.817289874356074929e+08 -3.747805789119634032e+08 -5.067155129164825439e+09 -2.182008423335967958e+08
2.218164173831720836e+05 -3.105223071843309794e+06 -1.389592237843776275e+03 9.358221152101609111e+07 1.655147973135752371e+06 7.794433388694074005e+06 1.633792240947156679e+06 -7.781897684415259399e+06 2.417606365975982323e+07 -9.398872975878920406e+06 -9.148278319317013025e+07 -3.159549379795273300e+06
8.703783137333778432e+05 -1.375936949369242415e+07 -5.732682385490907109e+03 1.313716963190989941e+08 7.794433388694074005e+06 6.718654608311606944e+07 9.189405345056781545e+06 -4.794219042377116531e+07 1.676355864292841256e+08 -5.994305262763183564e+07 -4.095964130952486992e+08 -1.335739033734662831e+07
2.280225281329539430e+05 -3.241318584318647161e+06 -1.395846134782539821e+03 5.937506746617504209e+07 1.633792240947156679e+06 9.189405345056781545e+06 1.756662784073573537e+06 -8.966944559921186417e+06 2.854763808391323686e+07 -1.002980472553684376e+07 -9.098823537221951783e+07 -3.190944490949786734e+06
-1.362085408434559125e+06 2.326580260149320960e+07 1.037391262736962381e+04 -1.805351634506174922e+08 -7.781897684415259399e+06 -4.794219042377116531e+07 -8.966944559921186417e+06 5.172914612735404819e+07 -1.539644023196161389e+08 4.965332979375544935e+07 4.485407475340093374e+08 2.365240766948272288e+07
3.361639230700858403e+06 -4.755830833485498279e+07 -1.930700657414190573e+04 2.817289874356074929e+08 2.417606365975982323e+07 1.676355864292841256e+08 2.854763808391323686e+07 -1.539644023196161389e+08 6.968686715354640484e+08 -1.642197199241348803e+08 -1.328783998812620878e+09 -4.451449532501950860e+07
-1.155530404265366495e+06 1.686066002902884409e+07 7.339839069719459076e+03 -3.747805789119634032e+08 -9.398872975878920406e+06 -5.994305262763183564e+07 -1.002980472553684376e+07 4.965332979375544935e+07 -1.642197199241348803e+08 6.146184907021488249e+07 5.077232144632759094e+08 1.683610803221930563e+07
-1.332955923847329430e+07 1.936951834251031578e+08 8.656828364794149820e+04 -5.067155129164825439e+09 -9.148278319317013025e+07 -4.095964130952486992e+08 -9.098823537221951783e+07 4.485407475340093374e+08 -1.328783998812620878e+09 5.077232144632759094e+08 5.138823663727040291e+09 1.971217394513916373e+08
-9.254999057212334592e+05 4.060553458451765776e+07 3.006195816711980297e+04 -2.182008423335967958e+08 -3.159549379795273300e+06 -1.335739033734662831e+07 -3.190944490949786734e+06 2.365240766948272288e+07 -4.451449532501950860e+07 1.683610803221930563e+07 1.971217394513916373e+08 5.680141742641340196e+07
