# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.135529203290547431e+07 -8.838400864568583202e+05 1.667715707145011611e+07 3.944840888028258341e+05 -3.068855954012523871e+06 3.977464307107222825e+07 -3.210389950244117994e+06 2.300925813299179822e+07 -1.852296158646670878e+08 1.915823095919778943e+08 -1.361497737502419949e+07 -4.718766222669685632e+07
-8.838400864568583202e+05 4.816438158966977790e+04 -1.149887702826142777e+06 -8.926754836334474021e+03 2.206461144357897574e+05 -9.133065364546353230e+05 2.270326628483692184e+05 -1.354511880885436898e+06 1.190391445017784461e+07 -1.326191622821247950e+07 8.661996095083958935e+05 3.349612111351207830e+06
1.667715707145011611e+07 -1.149887702826142777e+06 6.135785982367406785e+07 1.637436944230148511e+05 -9.377631631346167997e+06 1.660829472192483582e+07 -1.001194678052019887e+07 4.951466368302556872e+07 -3.736609510352170467e+08 5.064971128249294162e+08 -5.986340486926386505e+07 -1.640024425971668661e+08
3.944840888028258341e+05 -8.926754836334474021e+03 1.637436944230148511e+05 5.750495914623863428e+03 -3.093838385334411578e+04 5.621470500523650553e+05 -3.131427784376739146e+04 2.298627532667117775e+05 -2.110855492005227134e+06 1.929877643397829961e+06 -1.282967403173490602e+05 -4.378035156980713946e+05
-3.068855954012523871e+06 2.206461144357897574e+05 -9.377631631346167997e+06 -3.093838385334411578e+04 1.651479579351782566e+06 -3.114217162405621726e+06 1.629285269776508212e+06 -7.753291448752953671e+06 9.333070765865390003e+07 -9.118705368702812493e+07 7.778761963351299986e+06 2.409741037693805248e+07
3.977464307107222825e+07 -9.133065364546353230e+05 1.660829472192483582e+07 5.621470500523650553e+05 -3.114217162405621726e+06 5.547814347163594514e+07 -3.152761942540860735e+06 2.332803043599683046e+07 -2.153883247208744884e+08 1.944863814732546806e+08 -1.318005861980253458e+07 -4.406880959877727926e+07
-3.210389950244117994e+06 2.270326628483692184e+05 -1.001194678052019887e+07 -3.131427784376739146e+04 1.629285269776508212e+06 -3.152761942540860735e+06 1.754407128725968301e+06 -8.943093105988509953e+06 5.919242649700357765e+07 -9.081398032095712423e+07 9.176096994405239820e+06 2.854618127730517462e+07
2.300925813299179822e+07 -1.354511880885436898e+06 4.951466368302556872e+07 2.298627532667117775e+05 -7.753291448752953671e+06 2.332803043599683046e+07 -8.943093105988509953e+06 5.154296217750044912e+07 -1.789870855746096373e+08 4.468930329349408150e+08 -4.783782135561899096e+07 -1.536790509480759203e+08
-1.852296158646670878e+08 1.190391445017784461e+07 -3.736609510352170467e+08 -2.110855492005227134e+06 9.333070765865390003e+07 -2.153883247208744884e+08 5.919242649700357765e+07 -1.789870855746096373e+08 1.537271648640469551e+10 -5.054058163540445328e+09 1.305687109541130662e+08 2.799888440359728336e+08
1.915823095919778943e+08 -1.326191622821247950e+07 5.064971128249294162e+08 1.929877643397829961e+06 -9.118705368702812493e+07 1.944863814732546806e+08 -9.081398032095712423e+07 4.468930329349408150e+08 -5.054058163540445328e+09 5.126020817939790726e+09 -4.086959269010637403e+08 -1.327956411913017988e+09
-1.361497737502419949e+07 8.661996095083958935e+05 -5.986340486926386505e+07 -1.282967403173490602e+05 7.778761963351299986e+06 -1.318005861980253458e+07 9.176096994405239820e+06 -4.783782135561899096e+07 1.305687109541130662e+08 -4.086959269010637403e+08 6.712188798977364600e+07 1.674693745449604690e+08
-4.718766222669685632e+07 3.349612111351207830e+06 -1.640024425971668661e+08 -4.378035156980713946e+05 2.409741037693805248e+07 -4.406880959877727926e+07 2.854618127730517462e+07 -1.536790509480759203e+08 2.799888440359728336e+08 -1.327956411913017988e+09 1.674693745449604690e+08 6.979551415205606222e+08
