# A_ksz HMCode_logT_AGN logA m_wdm mnu n_ksz nnu ns ombh2 omch2 tau theta
3.193849783345912769e+07 -6.792297094659639988e+05 1.388993174105797149e+07 1.040574896136634015e+04 -2.391051740071776789e+06 4.064586978404412419e+07 -2.504514102353947703e+06 1.813067004992599785e+07 -1.469136727095637619e+08 1.472762881378248036e+08 -1.234530292557526566e+07 -3.727919820555153489e+07
-6.792297094659639988e+05 2.763072666966305405e+04 -5.090806564981633564e+05 -1.736001433189672412e+02 1.081379328517546237e+05 -7.549892237551729195e+05 1.072568241775639035e+05 -6.940650802234404255e+05 7.047886531442878768e+06 -6.738647129920201376e+06 3.241813465269322041e+05 1.458996176156049594e+06
1.388993174105797149e+07 -5.090806564981633564e+05 1.610163068838236481e+07 3.374231649550790735e+03 -2.062044959990463918e+06 1.488755332796652243e+07 -2.810084248677830677e+06 1.987733511762496829e+07 2.541734281854592264e+07 1.245039441874795258e+08 -1.877748620342688635e+07 -5.389227742090804875e+07
1.040574896136634015e+04 -1.736001433189672412e+02 3.374231649550790735e+03 4.975319551803492502e+00 -6.146377256421468473e+02 1.582184095864202027e+04 -6.142857873538415561e+02 4.573672339530153295e+03 -4.379693014742742525e+04 3.788162680692245340e+04 -2.778112068580668620e+03 -8.503365143497072495e+03
-2.391051740071776789e+06 1.081379328517546237e+05 -2.062044959990463918e+06 -6.146377256421468473e+02 4.650158640791136422e+05 -2.654617216192738153e+06 4.518954253108195262e+05 -2.761878068966044579e+06 3.006465096032048762e+07 -2.871995723279542103e+07 1.145946481914808042e+06 6.227944335000929423e+06
4.064586978404412419e+07 -7.549892237551729195e+05 1.488755332796652243e+07 1.582184095864202027e+04 -2.654617216192738153e+06 5.686753764173108339e+07 -2.679229653285701759e+06 1.979788351075806841e+07 -1.862066022183440030e+08 1.634423277334121168e+08 -1.263954102054803818e+07 -3.775264959700421244e+07
-2.504514102353947703e+06 1.072568241775639035e+05 -2.810084248677830677e+06 -6.142857873538415561e+02 4.518954253108195262e+05 -2.679229653285701759e+06 5.686582932838072302e+05 -3.750553331752702594e+06 9.228670650471186673e+04 -2.810136764665941149e+07 2.687338668580051977e+06 9.970310268913064152e+06
1.813067004992599785e+07 -6.940650802234404255e+05 1.987733511762496829e+07 4.573672339530153295e+03 -2.761878068966044579e+06 1.979788351075806841e+07 -3.750553331752702594e+06 2.633253697746522352e+07 4.359694867506291717e+07 1.706627255673369169e+08 -2.181070086343718693e+07 -7.097239263113902509e+07
-1.469136727095637619e+08 7.047886531442878768e+06 2.541734281854592264e+07 -4.379693014742742525e+04 3.006465096032048762e+07 -1.862066022183440030e+08 9.228670650471186673e+04 4.359694867506291717e+07 1.091205603005621338e+10 -1.847600335769797802e+09 -2.370513969914013445e+08 -4.925334288083131313e+08
1.472762881378248036e+08 -6.738647129920201376e+06 1.245039441874795258e+08 3.788162680692245340e+04 -2.871995723279542103e+07 1.634423277334121168e+08 -2.810136764665941149e+07 1.706627255673369169e+08 -1.847600335769797802e+09 1.797575377329985142e+09 -6.447237539160632342e+07 -3.512674659452177286e+08
-1.234530292557526566e+07 3.241813465269322041e+05 -1.877748620342688635e+07 -2.778112068580668620e+03 1.145946481914808042e+06 -1.263954102054803818e+07 2.687338668580051977e+06 -2.181070086343718693e+07 -2.370513969914013445e+08 -6.447237539160632342e+07 2.984452867660511285e+07 6.801979878227835894e+07
-3.727919820555153489e+07 1.458996176156049594e+06 -5.389227742090804875e+07 -8.503365143497072495e+03 6.227944335000929423e+06 -3.775264959700421244e+07 9.970310268913064152e+06 -7.097239263113902509e+07 -4.925334288083131313e+08 -3.512674659452177286e+08 6.801979878227835894e+07 5.846410890124285221e+08
